,0
64,"POLYGON ((-93.30694531742883 44.94324121211718, -93.30377199026019 44.94324121211718, -93.30377199026019 44.94548951302649, -93.30694531742883 44.94548951302649, -93.30694531742883 44.94324121211718))"
65,"POLYGON ((-93.30694531742883 44.94548951302649, -93.30377199026019 44.94548951302649, -93.30377199026019 44.94773781393581, -93.30694531742883 44.94773781393581, -93.30694531742883 44.94548951302649))"
66,"POLYGON ((-93.30694531742883 44.94773781393581, -93.30377199026019 44.94773781393581, -93.30377199026019 44.94998611484512, -93.30694531742883 44.94998611484512, -93.30694531742883 44.94773781393581))"
67,"POLYGON ((-93.30694531742883 44.97696572575691, -93.30377199026019 44.97696572575691, -93.30377199026019 44.97921402666622, -93.30694531742883 44.97921402666622, -93.30694531742883 44.97696572575691))"
68,"POLYGON ((-93.30694531742883 44.97921402666622, -93.30377199026019 44.97921402666622, -93.30377199026019 44.98146232757554, -93.30694531742883 44.98146232757554, -93.30694531742883 44.97921402666622))"
69,"POLYGON ((-93.30694531742883 44.98595892939417, -93.30377199026019 44.98595892939417, -93.30377199026019 44.98820723030348, -93.30694531742883 44.98820723030348, -93.30694531742883 44.98595892939417))"
70,"POLYGON ((-93.30694531742883 44.98820723030348, -93.30377199026019 44.98820723030348, -93.30377199026019 44.9904555312128, -93.30694531742883 44.9904555312128, -93.30694531742883 44.98820723030348))"
71,"POLYGON ((-93.30694531742883 44.9904555312128, -93.30377199026019 44.9904555312128, -93.30377199026019 44.99270383212211, -93.30694531742883 44.99270383212211, -93.30694531742883 44.9904555312128))"
72,"POLYGON ((-93.30694531742883 44.99270383212211, -93.30377199026019 44.99270383212211, -93.30377199026019 44.99495213303143, -93.30694531742883 44.99495213303143, -93.30694531742883 44.99270383212211))"
73,"POLYGON ((-93.30694531742883 44.99720043394074, -93.30377199026019 44.99720043394074, -93.30377199026019 44.99944873485006, -93.30694531742883 44.99944873485006, -93.30694531742883 44.99720043394074))"
74,"POLYGON ((-93.30694531742883 44.99944873485006, -93.30377199026019 44.99944873485006, -93.30377199026019 45.00169703575937, -93.30694531742883 45.00169703575937, -93.30694531742883 44.99944873485006))"
75,"POLYGON ((-93.30694531742883 45.00169703575937, -93.30377199026019 45.00169703575937, -93.30377199026019 45.00394533666869, -93.30694531742883 45.00394533666869, -93.30694531742883 45.00169703575937))"
76,"POLYGON ((-93.30694531742883 45.00394533666869, -93.30377199026019 45.00394533666869, -93.30377199026019 45.006193637578, -93.30694531742883 45.006193637578, -93.30694531742883 45.00394533666869))"
77,"POLYGON ((-93.30694531742883 45.006193637578, -93.30377199026019 45.006193637578, -93.30377199026019 45.00844193848732, -93.30694531742883 45.00844193848732, -93.30694531742883 45.006193637578))"
78,"POLYGON ((-93.30694531742883 45.00844193848732, -93.30377199026019 45.00844193848732, -93.30377199026019 45.01069023939663, -93.30694531742883 45.01069023939663, -93.30694531742883 45.00844193848732))"
79,"POLYGON ((-93.30694531742883 45.01069023939663, -93.30377199026019 45.01069023939663, -93.30377199026019 45.01293854030595, -93.30694531742883 45.01293854030595, -93.30694531742883 45.01069023939663))"
