,0
20,"POLYGON ((-94.60547175604117 39.08551178633699, -94.60691469931588 39.08551178633699, -94.60835764259059 39.08551178633699, -94.6098005858653 39.08551178633699, -94.6098005858653 39.08663593679165, -94.6098005858653 39.08776008724631, -94.6098005858653 39.08888423770097, -94.6098005858653 39.09000838815562, -94.60835764259059 39.09000838815562, -94.60691469931588 39.09000838815562, -94.60547175604117 39.09000838815562, -94.60402881276646 39.09000838815562, -94.60402881276646 39.08888423770097, -94.60402881276646 39.08776008724631, -94.60402881276646 39.08663593679165, -94.60402881276646 39.08551178633699, -94.60547175604117 39.08551178633699))"
21,"POLYGON ((-94.60547175604117 39.09000838815561, -94.60691469931588 39.09000838815561, -94.60835764259059 39.09000838815561, -94.6098005858653 39.09000838815561, -94.6098005858653 39.09113253861027, -94.6098005858653 39.09225668906493, -94.6098005858653 39.09338083951958, -94.6098005858653 39.09450498997424, -94.60835764259059 39.09450498997424, -94.60691469931588 39.09450498997424, -94.60547175604117 39.09450498997424, -94.60402881276646 39.09450498997424, -94.60402881276646 39.09338083951958, -94.60402881276646 39.09225668906493, -94.60402881276646 39.09113253861027, -94.60402881276646 39.09000838815561, -94.60547175604117 39.09000838815561))"
22,"POLYGON ((-94.60547175604117 39.09450498997423, -94.60691469931588 39.09450498997423, -94.60835764259059 39.09450498997423, -94.6098005858653 39.09450498997423, -94.6098005858653 39.09562914042888, -94.6098005858653 39.09675329088354, -94.6098005858653 39.0978774413382, -94.6098005858653 39.09900159179286, -94.60835764259059 39.09900159179286, -94.60691469931588 39.09900159179286, -94.60547175604117 39.09900159179286, -94.60402881276646 39.09900159179286, -94.60402881276646 39.0978774413382, -94.60402881276646 39.09675329088354, -94.60402881276646 39.09562914042888, -94.60402881276646 39.09450498997423, -94.60547175604117 39.09450498997423))"
23,"POLYGON ((-94.60547175604117 39.09900159179284, -94.60691469931588 39.09900159179284, -94.60835764259059 39.09900159179284, -94.6098005858653 39.09900159179284, -94.6098005858653 39.1001257422475, -94.6098005858653 39.10124989270216, -94.6098005858653 39.10237404315681, -94.6098005858653 39.10349819361147, -94.60835764259059 39.10349819361147, -94.60691469931588 39.10349819361147, -94.60547175604117 39.10349819361147, -94.60402881276646 39.10349819361147, -94.60402881276646 39.10237404315681, -94.60402881276646 39.10124989270216, -94.60402881276646 39.1001257422475, -94.60402881276646 39.09900159179284, -94.60547175604117 39.09900159179284))"
24,"POLYGON ((-94.60547175604117 39.10349819361146, -94.60691469931588 39.10349819361146, -94.60835764259059 39.10349819361146, -94.6098005858653 39.10349819361146, -94.6098005858653 39.10462234406612, -94.6098005858653 39.10574649452077, -94.6098005858653 39.10687064497543, -94.6098005858653 39.10799479543009, -94.60835764259059 39.10799479543009, -94.60691469931588 39.10799479543009, -94.60547175604117 39.10799479543009, -94.60402881276646 39.10799479543009, -94.60402881276646 39.10687064497543, -94.60402881276646 39.10574649452077, -94.60402881276646 39.10462234406612, -94.60402881276646 39.10349819361146, -94.60547175604117 39.10349819361146))"
25,"POLYGON ((-94.59969998294233 39.00906955542052, -94.60114292621704 39.00906955542052, -94.60258586949175 39.00906955542052, -94.60402881276646 39.00906955542052, -94.60402881276646 39.01019370587518, -94.60402881276646 39.01131785632984, -94.60402881276646 39.0124420067845, -94.60402881276646 39.01356615723915, -94.60258586949175 39.01356615723915, -94.60114292621704 39.01356615723915, -94.59969998294233 39.01356615723915, -94.59825703966762 39.01356615723915, -94.59825703966762 39.0124420067845, -94.59825703966762 39.01131785632984, -94.59825703966762 39.01019370587518, -94.59825703966762 39.00906955542052, -94.59969998294233 39.00906955542052))"
26,"POLYGON ((-94.59969998294233 39.02255936087637, -94.60114292621704 39.02255936087637, -94.60258586949175 39.02255936087637, -94.60402881276646 39.02255936087637, -94.60402881276646 39.02368351133103, -94.60402881276646 39.02480766178569, -94.60402881276646 39.02593181224034, -94.60402881276646 39.027055962695, -94.60258586949175 39.027055962695, -94.60114292621704 39.027055962695, -94.59969998294233 39.027055962695, -94.59825703966762 39.027055962695, -94.59825703966762 39.02593181224034, -94.59825703966762 39.02480766178569, -94.59825703966762 39.02368351133103, -94.59825703966762 39.02255936087637, -94.59969998294233 39.02255936087637))"
27,"POLYGON ((-94.59969998294233 39.0315525645136, -94.60114292621704 39.0315525645136, -94.60258586949175 39.0315525645136, -94.60402881276646 39.0315525645136, -94.60402881276646 39.03267671496826, -94.60402881276646 39.03380086542292, -94.60402881276646 39.03492501587758, -94.60402881276646 39.03604916633223, -94.60258586949175 39.03604916633223, -94.60114292621704 39.03604916633223, -94.59969998294233 39.03604916633223, -94.59825703966762 39.03604916633223, -94.59825703966762 39.03492501587758, -94.59825703966762 39.03380086542292, -94.59825703966762 39.03267671496826, -94.59825703966762 39.0315525645136, -94.59969998294233 39.0315525645136))"
28,"POLYGON ((-94.59969998294233 39.03604916633222, -94.60114292621704 39.03604916633222, -94.60258586949175 39.03604916633222, -94.60402881276646 39.03604916633222, -94.60402881276646 39.03717331678688, -94.60402881276646 39.03829746724153, -94.60402881276646 39.03942161769619, -94.60402881276646 39.04054576815085, -94.60258586949175 39.04054576815085, -94.60114292621704 39.04054576815085, -94.60114292621704 39.03942161769619, -94.60114292621704 39.03829746724153, -94.59969998294233 39.03829746724153, -94.59825703966762 39.03829746724153, -94.59825703966762 39.03717331678688, -94.59825703966762 39.03604916633222, -94.59969998294233 39.03604916633222))"
29,"POLYGON ((-94.60258586949175 39.04054576815084, -94.60402881276646 39.04054576815084, -94.60402881276646 39.04166991860549, -94.60402881276646 39.04279406906015, -94.60402881276646 39.04391821951481, -94.60402881276646 39.04504236996947, -94.60258586949175 39.04504236996947, -94.60114292621704 39.04504236996947, -94.60114292621704 39.04391821951481, -94.60114292621704 39.04279406906015, -94.60114292621704 39.04166991860549, -94.60114292621704 39.04054576815084, -94.60258586949175 39.04054576815084))"
