start_grid,start_basegrid_idx,0,1
2191,0,POINT (-94.61990118878828 39.04166991860549),0.0
2191,1,POINT (-94.61990118878828 39.0439182195148),0.1935483870967742
2191,2,POINT (-94.61701530223883 39.04166991860549),0.0
2191,3,POINT (-94.61701530223883 39.0439182195148),0.06451612903225806
2193,0,POINT (-94.61990118878828 39.05066312224272),0.0
2193,1,POINT (-94.61990118878828 39.05291142315204),0.06451612903225806
2193,2,POINT (-94.61701530223883 39.05066312224272),0.0
2193,3,POINT (-94.61701530223883 39.05291142315204),0.06451612903225806
2207,0,POINT (-94.61990118878828 39.11361554770334),0.0
2207,1,POINT (-94.61990118878828 39.11586384861265),0.0
2207,2,POINT (-94.61701530223883 39.11361554770334),0.03225806451612903
2207,3,POINT (-94.61701530223883 39.11586384861265),0.0
2277,0,POINT (-94.61412941568942 39.03717331678687),0.03225806451612903
2277,1,POINT (-94.61412941568942 39.03942161769618),0.03225806451612903
2277,2,POINT (-94.61124352914 39.03717331678687),0.12903225806451613
2277,3,POINT (-94.61124352914 39.03942161769618),0.0
2278,0,POINT (-94.61412941568942 39.04166991860549),0.0
2278,1,POINT (-94.61412941568942 39.0439182195148),0.03225806451612903
2278,2,POINT (-94.61124352914 39.04166991860549),0.3225806451612903
2278,3,POINT (-94.61124352914 39.0439182195148),0.903225806451613
2279,0,POINT (-94.61412941568942 39.0461665204241),0.0
2279,1,POINT (-94.61412941568942 39.04841482133342),0.0
2279,2,POINT (-94.61124352914 39.0461665204241),0.16129032258064516
2279,3,POINT (-94.61124352914 39.04841482133342),0.03225806451612903
2280,0,POINT (-94.61412941568942 39.05066312224272),0.0
2280,1,POINT (-94.61412941568942 39.05291142315204),0.03225806451612903
2280,2,POINT (-94.61124352914 39.05066312224272),0.16129032258064516
2280,3,POINT (-94.61124352914 39.05291142315204),0.03225806451612903
2281,0,POINT (-94.61412941568942 39.05515972406134),0.03225806451612903
2281,1,POINT (-94.61412941568942 39.05740802497065),0.0
2281,2,POINT (-94.61124352914 39.05515972406134),0.1935483870967742
2281,3,POINT (-94.61124352914 39.05740802497065),0.1935483870967742
2283,0,POINT (-94.61412941568942 39.06415292769857),0.03225806451612903
2283,1,POINT (-94.61412941568942 39.06640122860789),0.06451612903225806
2283,2,POINT (-94.61124352914 39.06415292769857),0.12903225806451613
2283,3,POINT (-94.61124352914 39.06640122860789),0.0
2292,0,POINT (-94.61412941568942 39.10462234406612),0.0
2292,1,POINT (-94.61412941568942 39.10687064497542),0.0
2292,2,POINT (-94.61124352914 39.10462234406612),0.16129032258064516
2292,3,POINT (-94.61124352914 39.10687064497542),0.0
2363,0,POINT (-94.60835764259058 39.03267671496825),0.0
2363,1,POINT (-94.60835764259058 39.03492501587758),0.0
2363,2,POINT (-94.60547175604117 39.03267671496825),0.0
2363,3,POINT (-94.60547175604117 39.03492501587758),0.03225806451612903
2364,0,POINT (-94.60835764259058 39.03717331678687),0.16129032258064516
2364,1,POINT (-94.60835764259058 39.03942161769618),0.0
2364,2,POINT (-94.60547175604117 39.03717331678687),0.1935483870967742
2364,3,POINT (-94.60547175604117 39.03942161769618),0.03225806451612903
2365,0,POINT (-94.60835764259058 39.04166991860549),0.0967741935483871
2365,1,POINT (-94.60835764259058 39.0439182195148),0.6451612903225807
2365,2,POINT (-94.60547175604117 39.04166991860549),0.25806451612903225
2365,3,POINT (-94.60547175604117 39.0439182195148),0.9677419354838709
2366,0,POINT (-94.60835764259058 39.0461665204241),0.3548387096774194
2366,1,POINT (-94.60835764259058 39.04841482133342),0.03225806451612903
2366,2,POINT (-94.60547175604117 39.0461665204241),0.12903225806451613
2366,3,POINT (-94.60547175604117 39.04841482133342),0.29032258064516125
2367,0,POINT (-94.60835764259058 39.05066312224272),0.7096774193548387
2367,1,POINT (-94.60835764259058 39.05291142315204),0.16129032258064516
2367,2,POINT (-94.60547175604117 39.05066312224272),0.4838709677419355
2367,3,POINT (-94.60547175604117 39.05291142315204),0.0967741935483871
2368,0,POINT (-94.60835764259058 39.05515972406134),0.06451612903225806
2368,1,POINT (-94.60835764259058 39.05740802497065),0.25806451612903225
2368,2,POINT (-94.60547175604117 39.05515972406134),0.03225806451612903
2368,3,POINT (-94.60547175604117 39.05740802497065),1.064516129032258
2369,0,POINT (-94.60835764259058 39.05965632587996),0.03225806451612903
2369,1,POINT (-94.60835764259058 39.06190462678926),0.0967741935483871
2369,2,POINT (-94.60547175604117 39.05965632587996),0.0
2369,3,POINT (-94.60547175604117 39.06190462678926),0.1935483870967742
2370,0,POINT (-94.60835764259058 39.06415292769857),0.0
2370,1,POINT (-94.60835764259058 39.06640122860789),0.0
2370,2,POINT (-94.60547175604117 39.06415292769857),0.03225806451612903
2370,3,POINT (-94.60547175604117 39.06640122860789),0.0
2371,0,POINT (-94.60835764259058 39.06864952951719),0.0
2371,1,POINT (-94.60835764259058 39.0708978304265),0.3870967741935484
2371,2,POINT (-94.60547175604117 39.06864952951719),0.0
2371,3,POINT (-94.60547175604117 39.0708978304265),0.0
2372,0,POINT (-94.60835764259058 39.0731461313358),0.0
2372,1,POINT (-94.60835764259058 39.07539443224512),0.0
2372,2,POINT (-94.60547175604117 39.0731461313358),0.5161290322580645
2372,3,POINT (-94.60547175604117 39.07539443224512),0.6774193548387096
2375,0,POINT (-94.60835764259058 39.08663593679165),0.0
2375,1,POINT (-94.60835764259058 39.08888423770096),0.0
2375,2,POINT (-94.60547175604117 39.08663593679165),0.03225806451612903
2375,3,POINT (-94.60547175604117 39.08888423770096),0.0
2376,0,POINT (-94.60835764259058 39.09113253861026),0.0
2376,1,POINT (-94.60835764259058 39.09338083951958),0.03225806451612903
2376,2,POINT (-94.60547175604117 39.09113253861026),0.5161290322580645
2376,3,POINT (-94.60547175604117 39.09338083951958),1.5483870967741935
2377,0,POINT (-94.60835764259058 39.09562914042888),0.03225806451612903
2377,1,POINT (-94.60835764259058 39.09787744133819),0.0
2377,2,POINT (-94.60547175604117 39.09562914042888),0.8064516129032258
2377,3,POINT (-94.60547175604117 39.09787744133819),0.0
2378,0,POINT (-94.60835764259058 39.10012574224749),0.0
2378,1,POINT (-94.60835764259058 39.10237404315681),0.03225806451612903
2378,2,POINT (-94.60547175604117 39.10012574224749),0.0
2378,3,POINT (-94.60547175604117 39.10237404315681),0.0
2379,0,POINT (-94.60835764259058 39.10462234406612),0.06451612903225806
2379,1,POINT (-94.60835764259058 39.10687064497542),0.0
2379,2,POINT (-94.60547175604117 39.10462234406612),0.03225806451612903
2379,3,POINT (-94.60547175604117 39.10687064497542),0.0
2445,0,POINT (-94.60258586949173 39.01019370587518),0.0
2445,1,POINT (-94.60258586949173 39.01244200678449),0.0
2445,2,POINT (-94.59969998294233 39.01019370587518),0.0
2445,3,POINT (-94.59969998294233 39.01244200678449),0.03225806451612903
2448,0,POINT (-94.60258586949173 39.02368351133102),0.0
2448,1,POINT (-94.60258586949173 39.02593181224034),0.0
2448,2,POINT (-94.59969998294233 39.02368351133102),0.0967741935483871
2448,3,POINT (-94.59969998294233 39.02593181224034),0.0
2450,0,POINT (-94.60258586949173 39.03267671496825),0.0
2450,1,POINT (-94.60258586949173 39.03492501587758),0.0
2450,2,POINT (-94.59969998294233 39.03267671496825),0.03225806451612903
2450,3,POINT (-94.59969998294233 39.03492501587758),0.06451612903225806
2451,0,POINT (-94.60258586949173 39.03717331678687),0.03225806451612903
2451,1,POINT (-94.60258586949173 39.03942161769618),0.3870967741935484
2451,2,POINT (-94.59969998294233 39.03717331678687),0.03225806451612903
2451,3,POINT (-94.59969998294233 39.03942161769618),0.7419354838709677
2452,0,POINT (-94.60258586949173 39.04166991860549),0.29032258064516125
2452,1,POINT (-94.60258586949173 39.0439182195148),0.3548387096774194
2452,2,POINT (-94.59969998294233 39.04166991860549),1.193548387096774
2452,3,POINT (-94.59969998294233 39.0439182195148),1.8064516129032258
2453,0,POINT (-94.60258586949173 39.0461665204241),0.4516129032258065
2453,1,POINT (-94.60258586949173 39.04841482133342),0.4516129032258064
2453,2,POINT (-94.59969998294233 39.0461665204241),3.354838709677419
2453,3,POINT (-94.59969998294233 39.04841482133342),0.967741935483871
2454,0,POINT (-94.60258586949173 39.05066312224272),0.3870967741935484
2454,1,POINT (-94.60258586949173 39.05291142315204),0.06451612903225806
2454,2,POINT (-94.59969998294233 39.05066312224272),2.967741935483871
2454,3,POINT (-94.59969998294233 39.05291142315204),0.0967741935483871
2455,0,POINT (-94.60258586949173 39.05515972406134),0.45161290322580644
2455,1,POINT (-94.60258586949173 39.05740802497065),1.903225806451613
2455,2,POINT (-94.59969998294233 39.05515972406134),0.5161290322580645
2455,3,POINT (-94.59969998294233 39.05740802497065),0.7096774193548386
2456,0,POINT (-94.60258586949173 39.05965632587996),0.12903225806451613
2456,1,POINT (-94.60258586949173 39.06190462678926),0.3225806451612903
2456,2,POINT (-94.59969998294233 39.05965632587996),0.16129032258064516
2456,3,POINT (-94.59969998294233 39.06190462678926),0.16129032258064516
2457,0,POINT (-94.60258586949173 39.06415292769857),0.0
2457,1,POINT (-94.60258586949173 39.06640122860789),0.0
2457,2,POINT (-94.59969998294233 39.06415292769857),0.0
2457,3,POINT (-94.59969998294233 39.06640122860789),0.12903225806451613
2458,0,POINT (-94.60258586949173 39.06864952951719),0.03225806451612903
2458,1,POINT (-94.60258586949173 39.0708978304265),0.0
2458,2,POINT (-94.59969998294233 39.06864952951719),0.0
2458,3,POINT (-94.59969998294233 39.0708978304265),0.0
2459,0,POINT (-94.60258586949173 39.0731461313358),0.0
2459,1,POINT (-94.60258586949173 39.07539443224512),1.5806451612903225
2459,2,POINT (-94.59969998294233 39.0731461313358),0.03225806451612903
2459,3,POINT (-94.59969998294233 39.07539443224512),0.0
2460,0,POINT (-94.60258586949173 39.07764273315442),0.03225806451612903
2460,1,POINT (-94.60258586949173 39.07989103406373),0.03225806451612903
2460,2,POINT (-94.59969998294233 39.07764273315442),0.03225806451612903
2460,3,POINT (-94.59969998294233 39.07989103406373),0.8387096774193548
2462,0,POINT (-94.60258586949173 39.08663593679165),0.0
2462,1,POINT (-94.60258586949173 39.08888423770096),0.0
2462,2,POINT (-94.59969998294233 39.08663593679165),0.16129032258064516
2462,3,POINT (-94.59969998294233 39.08888423770096),0.06451612903225806
2463,0,POINT (-94.60258586949173 39.09113253861026),0.0
2463,1,POINT (-94.60258586949173 39.09338083951958),0.03225806451612903
2463,2,POINT (-94.59969998294233 39.09113253861026),0.0
2463,3,POINT (-94.59969998294233 39.09338083951958),0.0
2464,0,POINT (-94.60258586949173 39.09562914042888),0.25806451612903225
2464,1,POINT (-94.60258586949173 39.09787744133819),0.41935483870967744
2464,2,POINT (-94.59969998294233 39.09562914042888),0.0
2464,3,POINT (-94.59969998294233 39.09787744133819),0.22580645161290322
2465,0,POINT (-94.60258586949173 39.10012574224749),1.064516129032258
2465,1,POINT (-94.60258586949173 39.10237404315681),0.03225806451612903
2465,2,POINT (-94.59969998294233 39.10012574224749),0.967741935483871
2465,3,POINT (-94.59969998294233 39.10237404315681),1.5161290322580645
2466,0,POINT (-94.60258586949173 39.10462234406612),0.29032258064516125
2466,1,POINT (-94.60258586949173 39.10687064497542),0.03225806451612903
2466,2,POINT (-94.59969998294233 39.10462234406612),0.06451612903225806
2466,3,POINT (-94.59969998294233 39.10687064497542),0.0967741935483871
2532,0,POINT (-94.59681409639289 39.01019370587518),0.0
2532,1,POINT (-94.59681409639289 39.01244200678449),0.12903225806451613
2532,2,POINT (-94.59392820984347 39.01019370587518),0.0
2532,3,POINT (-94.59392820984347 39.01244200678449),0.0967741935483871
2533,0,POINT (-94.59681409639289 39.01469030769379),0.03225806451612903
2533,1,POINT (-94.59681409639289 39.01693860860311),0.0
2533,2,POINT (-94.59392820984347 39.01469030769379),0.12903225806451613
2533,3,POINT (-94.59392820984347 39.01693860860311),0.12903225806451613
2534,0,POINT (-94.59681409639289 39.01918690951241),0.0
2534,1,POINT (-94.59681409639289 39.02143521042172),0.0
2534,2,POINT (-94.59392820984347 39.01918690951241),0.03225806451612903
2534,3,POINT (-94.59392820984347 39.02143521042172),0.0967741935483871
2535,0,POINT (-94.59681409639289 39.02368351133102),0.0
2535,1,POINT (-94.59681409639289 39.02593181224034),0.0
2535,2,POINT (-94.59392820984347 39.02368351133102),0.1935483870967742
2535,3,POINT (-94.59392820984347 39.02593181224034),0.0
2536,0,POINT (-94.59681409639289 39.02818011314964),0.0
2536,1,POINT (-94.59681409639289 39.03042841405895),0.0967741935483871
2536,2,POINT (-94.59392820984347 39.02818011314964),0.0
2536,3,POINT (-94.59392820984347 39.03042841405895),0.16129032258064516
2537,0,POINT (-94.59681409639289 39.03267671496825),0.16129032258064516
2537,1,POINT (-94.59681409639289 39.03492501587758),0.3548387096774194
2537,2,POINT (-94.59392820984347 39.03267671496825),0.06451612903225806
2537,3,POINT (-94.59392820984347 39.03492501587758),1.4193548387096775
2538,0,POINT (-94.59681409639289 39.03717331678687),0.0
2538,1,POINT (-94.59753556803025 39.03998369292352),6.064516129032258
2538,2,POINT (-94.59392820984347 39.03717331678687),0.5806451612903226
2538,3,POINT (-94.59464968148083 39.03998369292352),22.741935483870968
2539,0,POINT (-94.59681409639289 39.04166991860549),15.419354838709678
2539,1,POINT (-94.59609262475556 39.04335614428748),9.225806451612904
2539,2,POINT (-94.59392820984347 39.04166991860549),51.903225806451616
2539,3,POINT (-94.59392820984347 39.0439182195148),11.225806451612904
2540,0,POINT (-94.59681409639289 39.0461665204241),1.064516129032258
2540,1,POINT (-94.59681409639289 39.04841482133342),0.32258064516129026
2540,2,POINT (-94.59392820984347 39.0461665204241),1.6129032258064515
2540,3,POINT (-94.59392820984347 39.04841482133342),0.6129032258064516
2541,0,POINT (-94.59681409639289 39.05066312224272),1.838709677419355
2541,1,POINT (-94.59681409639289 39.05291142315204),0.7419354838709677
2541,2,POINT (-94.59392820984347 39.05066312224272),2.806451612903226
2541,3,POINT (-94.59320673820612 39.05347349837937),11.838709677419356
2542,0,POINT (-94.59681409639289 39.05515972406134),0.4516129032258064
2542,1,POINT (-94.59681409639289 39.05740802497065),3.5806451612903225
2542,2,POINT (-94.59392820984347 39.05515972406134),1.6129032258064517
2542,3,POINT (-94.59392820984347 39.05740802497065),0.29032258064516125
2543,0,POINT (-94.59681409639289 39.05965632587996),0.03225806451612903
2543,1,POINT (-94.59681409639289 39.06190462678926),0.0
2543,2,POINT (-94.59392820984347 39.05965632587996),0.22580645161290322
2543,3,POINT (-94.59392820984347 39.06190462678926),0.4838709677419355
2544,0,POINT (-94.59681409639289 39.06415292769857),0.0
2544,1,POINT (-94.59681409639289 39.06640122860789),0.03225806451612903
2544,2,POINT (-94.59392820984347 39.06415292769857),0.2903225806451613
2544,3,POINT (-94.59392820984347 39.06640122860789),0.25806451612903225
2545,0,POINT (-94.59681409639289 39.06864952951719),0.0
2545,1,POINT (-94.59681409639289 39.0708978304265),0.25806451612903225
2545,2,POINT (-94.59392820984347 39.06864952951719),0.06451612903225806
2545,3,POINT (-94.59392820984347 39.0708978304265),0.06451612903225806
2546,0,POINT (-94.59681409639289 39.0731461313358),0.06451612903225806
2546,1,POINT (-94.59681409639289 39.07539443224512),0.0
2546,2,POINT (-94.59392820984347 39.0731461313358),0.16129032258064516
2546,3,POINT (-94.59392820984347 39.07539443224512),0.1935483870967742
2547,0,POINT (-94.59681409639289 39.07764273315442),0.4193548387096774
2547,1,POINT (-94.59681409639289 39.07989103406373),0.6774193548387097
2547,2,POINT (-94.59392820984347 39.07764273315442),0.16129032258064516
2547,3,POINT (-94.59392820984347 39.07989103406373),1.2580645161290323
2548,0,POINT (-94.59681409639289 39.08213933497303),1.9677419354838708
2548,1,POINT (-94.59681409639289 39.08438763588235),0.8064516129032258
2548,2,POINT (-94.59464968148083 39.08157725974571),6.064516129032258
2548,3,POINT (-94.59464968148083 39.08494971110967),6.225806451612903
2549,0,POINT (-94.59681409639289 39.08663593679165),0.0
2549,1,POINT (-94.59681409639289 39.08888423770096),0.5806451612903225
2549,2,POINT (-94.59392820984347 39.08663593679165),0.9354838709677418
2549,3,POINT (-94.59392820984347 39.08888423770096),2.258064516129032
2550,0,POINT (-94.59681409639289 39.09113253861026),0.0967741935483871
2550,1,POINT (-94.59681409639289 39.09338083951958),0.0967741935483871
2550,2,POINT (-94.59392820984347 39.09113253861026),0.41935483870967744
2550,3,POINT (-94.59392820984347 39.09338083951958),4.064516129032258
2551,0,POINT (-94.59681409639289 39.09562914042888),0.03225806451612903
2551,1,POINT (-94.59681409639289 39.09787744133819),0.06451612903225806
2551,2,POINT (-94.59392820984347 39.09562914042888),0.7419354838709677
2551,3,POINT (-94.59392820984347 39.09787744133819),0.3548387096774193
2552,0,POINT (-94.59681409639289 39.10012574224749),0.03225806451612903
2552,1,POINT (-94.59681409639289 39.10237404315681),0.03225806451612903
2552,2,POINT (-94.59392820984347 39.10012574224749),0.5483870967741935
2552,3,POINT (-94.59392820984347 39.10237404315681),4.67741935483871
2553,0,POINT (-94.59681409639289 39.10462234406612),0.0
2553,1,POINT (-94.59681409639289 39.10687064497542),0.0
2553,2,POINT (-94.59392820984347 39.10462234406612),0.06451612903225806
2553,3,POINT (-94.59392820984347 39.10687064497542),0.3548387096774193
2616,0,POINT (-94.59104232329403 38.99670390041933),0.0
2616,1,POINT (-94.59104232329403 38.99895220132864),0.0
2616,2,POINT (-94.58815643674463 38.99670390041933),0.0
2616,3,POINT (-94.58815643674463 38.99895220132864),0.06451612903225806
2619,0,POINT (-94.59104232329403 39.01019370587518),0.06451612903225806
