,0
21,"POLYGON ((-94.60114292649055 39.01356615723914, -94.59248526685668 39.01356615723914, -94.59248526685668 39.02031105996706, -94.60114292649055 39.02031105996706, -94.60114292649055 39.01356615723914))"
22,"POLYGON ((-94.60114292649055 39.02031105996706, -94.59248526685668 39.02031105996706, -94.59248526685668 39.02705596269499, -94.60114292649055 39.02705596269499, -94.60114292649055 39.02031105996706))"
23,"POLYGON ((-94.60114292649055 39.02705596269499, -94.59248526685668 39.02705596269499, -94.59248526685668 39.03380086542291, -94.60114292649055 39.03380086542291, -94.60114292649055 39.02705596269499))"
24,"POLYGON ((-94.60114292649055 39.03380086542291, -94.59248526685668 39.03380086542291, -94.59248526685668 39.04054576815084, -94.60114292649055 39.04054576815084, -94.60114292649055 39.03380086542291))"
25,"POLYGON ((-94.60114292649055 39.04054576815084, -94.59248526685668 39.04054576815084, -94.59248526685668 39.04729067087876, -94.60114292649055 39.04729067087876, -94.60114292649055 39.04054576815084))"
26,"POLYGON ((-94.60114292649055 39.04729067087876, -94.59248526685668 39.04729067087876, -94.59248526685668 39.05403557360668, -94.60114292649055 39.05403557360668, -94.60114292649055 39.04729067087876))"
27,"POLYGON ((-94.60114292649055 39.05403557360668, -94.59248526685668 39.05403557360668, -94.59248526685668 39.06078047633461, -94.60114292649055 39.06078047633461, -94.60114292649055 39.05403557360668))"
28,"POLYGON ((-94.60114292649055 39.06078047633461, -94.59248526685668 39.06078047633461, -94.59248526685668 39.06752537906253, -94.60114292649055 39.06752537906253, -94.60114292649055 39.06078047633461))"
29,"POLYGON ((-94.60114292649055 39.06752537906253, -94.59248526685668 39.06752537906253, -94.59248526685668 39.07427028179045, -94.60114292649055 39.07427028179045, -94.60114292649055 39.06752537906253))"
30,"POLYGON ((-94.60114292649055 39.07427028179045, -94.59248526685668 39.07427028179045, -94.59248526685668 39.08101518451838, -94.60114292649055 39.08101518451838, -94.60114292649055 39.07427028179045))"
31,"POLYGON ((-94.60114292649055 39.08101518451838, -94.59248526685668 39.08101518451838, -94.59248526685668 39.0877600872463, -94.60114292649055 39.0877600872463, -94.60114292649055 39.08101518451838))"
32,"POLYGON ((-94.60114292649055 39.0877600872463, -94.59248526685668 39.0877600872463, -94.59248526685668 39.09450498997423, -94.60114292649055 39.09450498997423, -94.60114292649055 39.0877600872463))"
33,"POLYGON ((-94.60114292649055 39.09450498997423, -94.59248526685668 39.09450498997423, -94.59248526685668 39.10124989270215, -94.60114292649055 39.10124989270215, -94.60114292649055 39.09450498997423))"
34,"POLYGON ((-94.60114292649055 39.10124989270215, -94.59248526685668 39.10124989270215, -94.59248526685668 39.10799479543007, -94.60114292649055 39.10799479543007, -94.60114292649055 39.10124989270215))"
35,"POLYGON ((-94.59248526685668 38.99333144905537, -94.58382760722282 38.99333144905537, -94.58382760722282 39.00007635178329, -94.59248526685668 39.00007635178329, -94.59248526685668 38.99333144905537))"
36,"POLYGON ((-94.59248526685668 39.00007635178329, -94.58382760722282 39.00007635178329, -94.58382760722282 39.00682125451122, -94.59248526685668 39.00682125451122, -94.59248526685668 39.00007635178329))"
37,"POLYGON ((-94.59248526685668 39.00682125451122, -94.58382760722282 39.00682125451122, -94.58382760722282 39.01356615723914, -94.59248526685668 39.01356615723914, -94.59248526685668 39.00682125451122))"
38,"POLYGON ((-94.59248526685668 39.01356615723914, -94.58382760722282 39.01356615723914, -94.58382760722282 39.02031105996706, -94.59248526685668 39.02031105996706, -94.59248526685668 39.01356615723914))"
39,"POLYGON ((-94.59248526685668 39.02031105996706, -94.58382760722282 39.02031105996706, -94.58382760722282 39.02705596269499, -94.59248526685668 39.02705596269499, -94.59248526685668 39.02031105996706))"
40,"POLYGON ((-94.59248526685668 39.02705596269499, -94.58382760722282 39.02705596269499, -94.58382760722282 39.03380086542291, -94.59248526685668 39.03380086542291, -94.59248526685668 39.02705596269499))"
41,"POLYGON ((-94.59248526685668 39.03380086542291, -94.58382760722282 39.03380086542291, -94.58382760722282 39.04054576815084, -94.59248526685668 39.04054576815084, -94.59248526685668 39.03380086542291))"
42,"POLYGON ((-94.59248526685668 39.04054576815084, -94.58382760722282 39.04054576815084, -94.58382760722282 39.04729067087876, -94.59248526685668 39.04729067087876, -94.59248526685668 39.04054576815084))"
43,"POLYGON ((-94.59248526685668 39.04729067087876, -94.58382760722282 39.04729067087876, -94.58382760722282 39.05403557360668, -94.59248526685668 39.05403557360668, -94.59248526685668 39.04729067087876))"
44,"POLYGON ((-94.59248526685668 39.05403557360668, -94.58382760722282 39.05403557360668, -94.58382760722282 39.06078047633461, -94.59248526685668 39.06078047633461, -94.59248526685668 39.05403557360668))"
45,"POLYGON ((-94.59248526685668 39.06078047633461, -94.58382760722282 39.06078047633461, -94.58382760722282 39.06752537906253, -94.59248526685668 39.06752537906253, -94.59248526685668 39.06078047633461))"
46,"POLYGON ((-94.59248526685668 39.06752537906253, -94.58382760722282 39.06752537906253, -94.58382760722282 39.07427028179045, -94.59248526685668 39.07427028179045, -94.59248526685668 39.06752537906253))"
47,"POLYGON ((-94.59248526685668 39.07427028179045, -94.58382760722282 39.07427028179045, -94.58382760722282 39.08101518451838, -94.59248526685668 39.08101518451838, -94.59248526685668 39.07427028179045))"
48,"POLYGON ((-94.59248526685668 39.08101518451838, -94.58382760722282 39.08101518451838, -94.58382760722282 39.0877600872463, -94.59248526685668 39.0877600872463, -94.59248526685668 39.08101518451838))"
49,"POLYGON ((-94.59248526685668 39.0877600872463, -94.58382760722282 39.0877600872463, -94.58382760722282 39.09450498997423, -94.59248526685668 39.09450498997423, -94.59248526685668 39.0877600872463))"
50,"POLYGON ((-94.59248526685668 39.09450498997423, -94.58382760722282 39.09450498997423, -94.58382760722282 39.10124989270215, -94.59248526685668 39.10124989270215, -94.59248526685668 39.09450498997423))"
51,"POLYGON ((-94.59248526685668 39.10124989270215, -94.58382760722282 39.10124989270215, -94.58382760722282 39.10799479543007, -94.59248526685668 39.10799479543007, -94.59248526685668 39.10124989270215))"
52,"POLYGON ((-94.59248526685668 39.10799479543007, -94.58382760722282 39.10799479543007, -94.58382760722282 39.114739698158, -94.59248526685668 39.114739698158, -94.59248526685668 39.10799479543007))"
53,"POLYGON ((-94.58382760722282 39.00682125451122, -94.57516994758895 39.00682125451122, -94.57516994758895 39.01356615723914, -94.58382760722282 39.01356615723914, -94.58382760722282 39.00682125451122))"
54,"POLYGON ((-94.58382760722282 39.01356615723914, -94.57516994758895 39.01356615723914, -94.57516994758895 39.02031105996706, -94.58382760722282 39.02031105996706, -94.58382760722282 39.01356615723914))"
55,"POLYGON ((-94.58382760722282 39.02031105996706, -94.57516994758895 39.02031105996706, -94.57516994758895 39.02705596269499, -94.58382760722282 39.02705596269499, -94.58382760722282 39.02031105996706))"
56,"POLYGON ((-94.58382760722282 39.02705596269499, -94.57516994758895 39.02705596269499, -94.57516994758895 39.03380086542291, -94.58382760722282 39.03380086542291, -94.58382760722282 39.02705596269499))"
57,"POLYGON ((-94.58382760722282 39.03380086542291, -94.57516994758895 39.03380086542291, -94.57516994758895 39.04054576815084, -94.58382760722282 39.04054576815084, -94.58382760722282 39.03380086542291))"
58,"POLYGON ((-94.58382760722282 39.04054576815084, -94.57516994758895 39.04054576815084, -94.57516994758895 39.04729067087876, -94.58382760722282 39.04729067087876, -94.58382760722282 39.04054576815084))"
59,"POLYGON ((-94.58382760722282 39.04729067087876, -94.57516994758895 39.04729067087876, -94.57516994758895 39.05403557360668, -94.58382760722282 39.05403557360668, -94.58382760722282 39.04729067087876))"
60,"POLYGON ((-94.58382760722282 39.05403557360668, -94.57516994758895 39.05403557360668, -94.57516994758895 39.06078047633461, -94.58382760722282 39.06078047633461, -94.58382760722282 39.05403557360668))"
61,"POLYGON ((-94.58382760722282 39.06078047633461, -94.57516994758895 39.06078047633461, -94.57516994758895 39.06752537906253, -94.58382760722282 39.06752537906253, -94.58382760722282 39.06078047633461))"
62,"POLYGON ((-94.58382760722282 39.06752537906253, -94.57516994758895 39.06752537906253, -94.57516994758895 39.07427028179045, -94.58382760722282 39.07427028179045, -94.58382760722282 39.06752537906253))"
63,"POLYGON ((-94.58382760722282 39.07427028179045, -94.57516994758895 39.07427028179045, -94.57516994758895 39.08101518451838, -94.58382760722282 39.08101518451838, -94.58382760722282 39.07427028179045))"
64,"POLYGON ((-94.58382760722282 39.08101518451838, -94.57516994758895 39.08101518451838, -94.57516994758895 39.0877600872463, -94.58382760722282 39.0877600872463, -94.58382760722282 39.08101518451838))"
65,"POLYGON ((-94.58382760722282 39.0877600872463, -94.57516994758895 39.0877600872463, -94.57516994758895 39.09450498997423, -94.58382760722282 39.09450498997423, -94.58382760722282 39.0877600872463))"
66,"POLYGON ((-94.58382760722282 39.09450498997423, -94.57516994758895 39.09450498997423, -94.57516994758895 39.10124989270215, -94.58382760722282 39.10124989270215, -94.58382760722282 39.09450498997423))"
67,"POLYGON ((-94.58382760722282 39.10124989270215, -94.57516994758895 39.10124989270215, -94.57516994758895 39.10799479543007, -94.58382760722282 39.10799479543007, -94.58382760722282 39.10124989270215))"
68,"POLYGON ((-94.58382760722282 39.10799479543007, -94.57516994758895 39.10799479543007, -94.57516994758895 39.114739698158, -94.58382760722282 39.114739698158, -94.58382760722282 39.10799479543007))"
69,"POLYGON ((-94.58382760722282 39.114739698158, -94.57516994758895 39.114739698158, -94.57516994758895 39.12148460088592, -94.58382760722282 39.12148460088592, -94.58382760722282 39.114739698158))"
70,"POLYGON ((-94.58382760722282 39.12148460088592, -94.57516994758895 39.12148460088592, -94.57516994758895 39.12822950361384, -94.58382760722282 39.12822950361384, -94.58382760722282 39.12148460088592))"
71,"POLYGON ((-94.58382760722282 39.14171930906969, -94.57516994758895 39.14171930906969, -94.57516994758895 39.14846421179762, -94.58382760722282 39.14846421179762, -94.58382760722282 39.14171930906969))"
72,"POLYGON ((-94.57516994758895 39.00682125451122, -94.56651228795508 39.00682125451122, -94.56651228795508 39.01356615723914, -94.57516994758895 39.01356615723914, -94.57516994758895 39.00682125451122))"
73,"POLYGON ((-94.57516994758895 39.01356615723914, -94.56651228795508 39.01356615723914, -94.56651228795508 39.02031105996706, -94.57516994758895 39.02031105996706, -94.57516994758895 39.01356615723914))"
74,"POLYGON ((-94.57516994758895 39.02031105996706, -94.56651228795508 39.02031105996706, -94.56651228795508 39.02705596269499, -94.57516994758895 39.02705596269499, -94.57516994758895 39.02031105996706))"
75,"POLYGON ((-94.57516994758895 39.02705596269499, -94.56651228795508 39.02705596269499, -94.56651228795508 39.03380086542291, -94.57516994758895 39.03380086542291, -94.57516994758895 39.02705596269499))"
76,"POLYGON ((-94.57516994758895 39.03380086542291, -94.56651228795508 39.03380086542291, -94.56651228795508 39.04054576815084, -94.57516994758895 39.04054576815084, -94.57516994758895 39.03380086542291))"
77,"POLYGON ((-94.57516994758895 39.04054576815084, -94.56651228795508 39.04054576815084, -94.56651228795508 39.04729067087876, -94.57516994758895 39.04729067087876, -94.57516994758895 39.04054576815084))"
78,"POLYGON ((-94.57516994758895 39.04729067087876, -94.56651228795508 39.04729067087876, -94.56651228795508 39.05403557360668, -94.57516994758895 39.05403557360668, -94.57516994758895 39.04729067087876))"
