,0
36,"POLYGON ((-93.25458541926014 44.97246912393814, -93.25617208284204 44.97246912393814, -93.25617208284204 44.9735932743928, -93.25617208284204 44.97471742484746, -93.25617208284204 44.97584157530211, -93.25617208284204 44.97696572575677, -93.25458541926014 44.97696572575677, -93.25299875567826 44.97696572575677, -93.25299875567825 44.97696572575677, -93.25141209209636 44.97696572575677, -93.24982542851447 44.97696572575677, -93.24982542851447 44.97584157530211, -93.24982542851447 44.97471742484746, -93.25141209209636 44.97471742484746, -93.25299875567825 44.97471742484746, -93.25299875567825 44.9735932743928, -93.25299875567825 44.97246912393814, -93.25458541926014 44.97246912393814))"
37,"POLYGON ((-93.25458541926014 44.97696572575676, -93.25617208284204 44.97696572575676, -93.25617208284204 44.97808987621142, -93.25617208284204 44.97921402666608, -93.25458541926014 44.97921402666608, -93.25299875567826 44.97921402666608, -93.25299875567825 44.97921402666608, -93.25141209209636 44.97921402666608, -93.24982542851447 44.97921402666608, -93.24982542851447 44.97808987621142, -93.24982542851447 44.97696572575676, -93.25141209209636 44.97696572575676, -93.25299875567825 44.97696572575676, -93.25299875567826 44.97696572575676, -93.25458541926014 44.97696572575676))"
38,"POLYGON ((-93.25775874642395 44.97921402666608, -93.25934541000585 44.97921402666608, -93.25934541000585 44.98033817712074, -93.25934541000585 44.98146232757539, -93.25934541000585 44.98146232757539, -93.25934541000585 44.98258647803004, -93.25934541000585 44.9837106284847, -93.25775874642395 44.9837106284847, -93.25617208284206 44.9837106284847, -93.25617208284206 44.98258647803004, -93.25617208284206 44.98146232757539, -93.25617208284206 44.98146232757539, -93.25617208284206 44.98033817712074, -93.25617208284206 44.97921402666608, -93.25775874642395 44.97921402666608))"
39,"POLYGON ((-93.24823876493255 44.97921402666608, -93.24982542851446 44.97921402666608, -93.24982542851446 44.98033817712074, -93.24982542851446 44.98146232757539, -93.24982542851446 44.98146232757539, -93.24982542851446 44.98258647803004, -93.24982542851446 44.9837106284847, -93.24823876493255 44.9837106284847, -93.24665210135066 44.9837106284847, -93.24665210135066 44.98258647803004, -93.24665210135066 44.98146232757539, -93.24665210135066 44.98146232757539, -93.24665210135066 44.98033817712074, -93.24665210135066 44.97921402666608, -93.24823876493255 44.97921402666608))"
40,"POLYGON ((-93.24506543776877 44.97921402666608, -93.24665210135068 44.97921402666608, -93.24665210135068 44.98033817712074, -93.24665210135068 44.98146232757539, -93.24665210135068 44.98146232757539, -93.24665210135068 44.98258647803004, -93.24665210135068 44.9837106284847, -93.24665210135068 44.98483477893936, -93.24665210135068 44.98595892939402, -93.24506543776877 44.98595892939402, -93.24347877418688 44.98595892939402, -93.24347877418688 44.98483477893936, -93.24347877418688 44.9837106284847, -93.24347877418688 44.98258647803004, -93.24347877418688 44.98146232757539, -93.24347877418688 44.98146232757539, -93.24347877418688 44.98033817712074, -93.24347877418688 44.97921402666608, -93.24506543776877 44.97921402666608))"
41,"POLYGON ((-93.23554545627738 44.97696572575676, -93.23713211985928 44.97696572575676, -93.23713211985928 44.97808987621142, -93.23713211985928 44.97921402666608, -93.23554545627738 44.97921402666608, -93.23395879269549 44.97921402666608, -93.23395879269549 44.97808987621142, -93.23395879269549 44.97696572575676, -93.23554545627738 44.97696572575676))"
42,"POLYGON ((-93.23871878344119 44.97921402666608, -93.24030544702308 44.97921402666608, -93.24030544702309 44.97921402666608, -93.24189211060497 44.97921402666608, -93.24347877418687 44.97921402666608, -93.24347877418687 44.98033817712074, -93.24347877418687 44.98146232757539, -93.24189211060497 44.98146232757539, -93.24030544702309 44.98146232757539, -93.24030544702308 44.98146232757539, -93.23871878344119 44.98146232757539, -93.2371321198593 44.98146232757539, -93.2371321198593 44.98033817712074, -93.2371321198593 44.97921402666608, -93.23871878344119 44.97921402666608))"
43,"POLYGON ((-93.23554545627738 44.97022082302883, -93.23713211985928 44.97022082302883, -93.23713211985928 44.97134497348349, -93.23713211985928 44.97246912393814, -93.23713211985928 44.97246912393815, -93.23713211985928 44.9735932743928, -93.23713211985928 44.97471742484746, -93.23713211985928 44.97584157530211, -93.23713211985928 44.97696572575677, -93.23554545627738 44.97696572575677, -93.23395879269549 44.97696572575677, -93.23395879269549 44.97584157530211, -93.23395879269549 44.97471742484746, -93.23395879269549 44.9735932743928, -93.23395879269549 44.97246912393815, -93.23395879269549 44.97246912393814, -93.23395879269549 44.97134497348349, -93.23395879269549 44.97022082302883, -93.23554545627738 44.97022082302883))"
44,"POLYGON ((-93.22919880194979 44.96797252211952, -93.2307854655317 44.96797252211952, -93.2307854655317 44.96909667257417, -93.2307854655317 44.97022082302883, -93.2307854655317 44.97134497348349, -93.2307854655317 44.97246912393815, -93.22919880194979 44.97246912393815, -93.2276121383679 44.97246912393815, -93.2276121383679 44.97134497348349, -93.2276121383679 44.97022082302883, -93.2276121383679 44.96909667257417, -93.2276121383679 44.96797252211952, -93.22919880194979 44.96797252211952))"
45,"POLYGON ((-93.23554545627738 44.98146232757539, -93.23713211985928 44.98146232757539, -93.23713211985928 44.98258647803004, -93.23713211985928 44.9837106284847, -93.23713211985928 44.98483477893936, -93.23713211985928 44.98595892939402, -93.23554545627738 44.98595892939402, -93.23395879269549 44.98595892939402, -93.23395879269549 44.98483477893936, -93.23395879269549 44.9837106284847, -93.2323721291136 44.9837106284847, -93.23078546553171 44.9837106284847, -93.23078546553171 44.98258647803004, -93.23078546553171 44.98146232757539, -93.2323721291136 44.98146232757539, -93.23395879269549 44.98146232757539, -93.2339587926955 44.98146232757539, -93.23554545627738 44.98146232757539))"
