,0
12,"POLYGON ((-93.31963862614218 44.99495213303143, -93.31011864467506 44.99495213303143, -93.31011864467506 45.00169703575937, -93.31963862614218 45.00169703575937, -93.31963862614218 44.99495213303143))"
13,"POLYGON ((-93.31963862614218 45.00169703575937, -93.31011864467506 45.00169703575937, -93.31011864467506 45.00844193848732, -93.31963862614218 45.00844193848732, -93.31963862614218 45.00169703575937))"
14,"POLYGON ((-93.31963862614218 45.00844193848732, -93.31011864467506 45.00844193848732, -93.31011864467506 45.01518684121526, -93.31963862614218 45.01518684121526, -93.31963862614218 45.00844193848732))"
15,"POLYGON ((-93.31963862614218 45.01518684121526, -93.31011864467506 45.01518684121526, -93.31011864467506 45.02193174394321, -93.31963862614218 45.02193174394321, -93.31963862614218 45.01518684121526))"
16,"POLYGON ((-93.31963862614218 45.02193174394321, -93.31011864467506 45.02193174394321, -93.31011864467506 45.02867664667115, -93.31963862614218 45.02867664667115, -93.31963862614218 45.02193174394321))"
17,"POLYGON ((-93.31011864467506 44.90726839756814, -93.30059866320794 44.90726839756814, -93.30059866320794 44.91401330029608, -93.31011864467506 44.91401330029608, -93.31011864467506 44.90726839756814))"
18,"POLYGON ((-93.31011864467506 44.92075820302403, -93.30059866320794 44.92075820302403, -93.30059866320794 44.92750310575197, -93.31011864467506 44.92750310575197, -93.31011864467506 44.92075820302403))"
19,"POLYGON ((-93.31011864467506 44.93424800847992, -93.30059866320794 44.93424800847992, -93.30059866320794 44.94099291120786, -93.31011864467506 44.94099291120786, -93.31011864467506 44.93424800847992))"
20,"POLYGON ((-93.31011864467506 44.94099291120786, -93.30059866320794 44.94099291120786, -93.30059866320794 44.94773781393581, -93.31011864467506 44.94773781393581, -93.31011864467506 44.94099291120786))"
21,"POLYGON ((-93.31011864467506 44.94773781393581, -93.30059866320794 44.94773781393581, -93.30059866320794 44.95448271666375, -93.31011864467506 44.95448271666375, -93.31011864467506 44.94773781393581))"
22,"POLYGON ((-93.31011864467506 44.95448271666375, -93.30059866320794 44.95448271666375, -93.30059866320794 44.9612276193917, -93.31011864467506 44.9612276193917, -93.31011864467506 44.95448271666375))"
23,"POLYGON ((-93.31011864467506 44.9612276193917, -93.30059866320794 44.9612276193917, -93.30059866320794 44.96797252211964, -93.31011864467506 44.96797252211964, -93.31011864467506 44.9612276193917))"
