,0
133,POINT (-93.24486161985972 44.969974088625)
134,POINT (-93.27402553492129 44.959201157612)
135,POINT (-93.27105107091799 44.97833978773414)
136,POINT (-93.28809309711731 44.94920527050737)
137,POINT (-93.25355796675582 44.97834790061354)
138,POINT (-93.27734473431261 44.97678156831291)
139,POINT (-93.22478074981889 44.97354464844022)
140,POINT (-93.25818337210644 44.95282483444555)
141,POINT (-93.281279374913 44.9854543356532)
142,POINT (-93.27311624133095 44.9816475747917)
143,POINT (-93.25938726829104 44.97466321408645)
144,POINT (-93.28932182192069 44.9546441653278)
145,POINT (-93.28233680880126 44.973953154591)
146,POINT (-93.31850612437212 44.95064668305158)
147,POINT (-93.28136228360276 44.94748258145355)
148,POINT (-93.25769266341399 44.97660529026145)
149,POINT (-93.23267607418779 44.9878385347244)
150,POINT (-93.27349785227067 44.97059424227813)
151,POINT (-93.30272097011671 44.95033476078338)
152,POINT (-93.26232437678065 45.0008978032313)
153,POINT (-93.24608029369455 45.00142275402515)
154,POINT (-93.28302135117762 44.947474807714)
155,POINT (-93.25437200104361 44.9429248498365)
156,POINT (-93.27520809141329 44.97683339576989)
157,POINT (-93.28017238379617 44.98503325506048)
158,POINT (-93.23854144474964 44.9627523256921)
159,POINT (-93.2659148900462 44.98346007159041)
160,POINT (-93.27359806917553 44.98530584122979)
161,POINT (-93.23651174414455 44.97283235643305)
162,POINT (-93.2628572213 44.97815353194985)
163,POINT (-93.2486142207801 44.9564386222912)
164,POINT (-93.2562968130373 44.946098507549)
165,POINT (-93.22994319108193 44.9878324171297)
166,POINT (-93.27265179345729 44.97641105131842)
167,POINT (-93.27729232978338 44.94665416250526)
168,POINT (-93.26959159992606 44.9841599763721)
169,POINT (-93.2543872453562 44.94473842922835)
170,POINT (-93.27948540113741 44.9726451433269)
171,POINT (-93.24033186592139 44.98165200481943)
172,POINT (-93.2655719204547 44.97275017320965)
173,POINT (-93.23712240209578 44.95265988032487)
174,POINT (-93.23784869794635 44.9813231650032)
175,POINT (-93.27510766344109 44.97347862153842)
176,POINT (-93.2169254088661 44.97165747554421)
177,POINT (-93.26807500567784 44.96977349233905)
178,POINT (-93.27857943419184 44.92506394106305)
179,POINT (-93.2765754588643 44.95642344809905)
180,POINT (-93.2702180371714 44.97928442162211)
181,POINT (-93.24462549661909 44.961037244527)
182,POINT (-93.2358163253142 44.9850291726032)
183,POINT (-93.24996578733905 44.9700264280428)
184,POINT (-93.28000784969036 44.96420542268157)
185,POINT (-93.22048141552219 44.96953099134338)
186,POINT (-93.27651790120774 44.9783856197277)
187,POINT (-93.26530084461069 44.9719793276839)
188,POINT (-93.2873996940135 44.9573318799768)
189,POINT (-93.28299938419491 44.9736814583577)
